bioguide,govtrack,icpsr,wikipedia,wikidata,google_entity_id,first,last,birthday,gender,type,start,end,state,class,party,house_history,district,middle,nickname,suffix,bioguide_previous,house_history_alternate,thomas,cspan,votesmart,lis,ballotpedia,official_full,opensecrets,url,fec,maplight,state_rank
S000466,409956,8558,William W. Skiles,Q8019833,kg:/m/02rm3x9,William,Skiles,'1849-12-11',M,rep,'1903-11-09','1905-03-03',OH,,Republican,21721,14,Woodburn,,,,,,,,,,,,,,,
S000645,410119,8714,Martin L. Smyser,Q919353,kg:/m/02rm2dj,Martin,Smyser,'1851-04-03',M,rep,'1889-12-02','1891-03-03',OH,,Republican,21930,20,Luther,,,,,,,,,,,,,,,
S000645,410119,8714,Martin L. Smyser,Q919353,kg:/m/02rm2dj,Martin,Smyser,'1851-04-03',M,rep,'1905-12-04','1907-03-03',OH,,Republican,21930,17,Luther,,,,,,,,,,,,,,,
B000297,401290,568,James Bede,Q1680023,kg:/m/0262bf2,James,Bede,'1856-01-13',M,rep,'1903-11-09','1905-03-03',MN,,Republican,9160,8,Adam,,,,,,,,,,,,,,,
B000297,401290,568,James Bede,Q1680023,kg:/m/0262bf2,James,Bede,'1856-01-13',M,rep,'1905-12-04','1907-03-03',MN,,Republican,9160,8,Adam,,,,,,,,,,,,,,,
B000297,401290,568,James Bede,Q1680023,kg:/m/0262bf2,James,Bede,'1856-01-13',M,rep,'1907-12-02','1909-03-03',MN,,Republican,9160,8,Adam,,,,,,,,,,,,,,,
B000819,401776,1023,Abraham L. Brick,Q330197,kg:/m/02rkdqz,Abraham,Brick,'1860-05-27',M,rep,'1899-12-04','1901-03-03',IN,,Republican,9841,13,Lincoln,,,,,,,,,,,,,,,
B000819,401776,1023,Abraham L. Brick,Q330197,kg:/m/02rkdqz,Abraham,Brick,'1860-05-27',M,rep,'1901-12-02','1903-03-03',IN,,Republican,9841,13,Lincoln,,,,,,,,,,,,,,,
B000819,401776,1023,Abraham L. Brick,Q330197,kg:/m/02rkdqz,Abraham,Brick,'1860-05-27',M,rep,'1903-11-09','1905-03-03',IN,,Republican,9841,13,Lincoln,,,,,,,,,,,,,,,
B000819,401776,1023,Abraham L. Brick,Q330197,kg:/m/02rkdqz,Abraham,Brick,'1860-05-27',M,rep,'1905-12-04','1907-03-03',IN,,Republican,9841,13,Lincoln,,,,,,,,,,,,,,,
B000819,401776,1023,Abraham L. Brick,Q330197,kg:/m/02rkdqz,Abraham,Brick,'1860-05-27',M,rep,'1907-12-02','1909-03-03',IN,,Republican,9841,13,Lincoln,,,,,,,,,,,,,,,
C000811,402930,2094,Robert G. Cousins,Q2157198,kg:/m/02rk81s,Robert,Cousins,'1859-01-31',M,rep,'1893-08-07','1895-03-03',IA,,Republican,11471,5,Gordon,,,,,,,,,,,,,,,
C000811,402930,2094,Robert G. Cousins,Q2157198,kg:/m/02rk81s,Robert,Cousins,'1859-01-31',M,rep,'1895-12-02','1897-03-03',IA,,Republican,11471,5,Gordon,,,,,,,,,,,,,,,
C000811,402930,2094,Robert G. Cousins,Q2157198,kg:/m/02rk81s,Robert,Cousins,'1859-01-31',M,rep,'1897-03-15','1899-03-03',IA,,Republican,11471,5,Gordon,,,,,,,,,,,,,,,
C000811,402930,2094,Robert G. Cousins,Q2157198,kg:/m/02rk81s,Robert,Cousins,'1859-01-31',M,rep,'1899-12-04','1901-03-03',IA,,Republican,11471,5,Gordon,,,,,,,,,,,,,,,
C000811,402930,2094,Robert G. Cousins,Q2157198,kg:/m/02rk81s,Robert,Cousins,'1859-01-31',M,rep,'1901-12-02','1903-03-03',IA,,Republican,11471,5,Gordon,,,,,,,,,,,,,,,
C000811,402930,2094,Robert G. Cousins,Q2157198,kg:/m/02rk81s,Robert,Cousins,'1859-01-31',M,rep,'1903-11-09','1905-03-03',IA,,Republican,11471,5,Gordon,,,,,,,,,,,,,,,
C000811,402930,2094,Robert G. Cousins,Q2157198,kg:/m/02rk81s,Robert,Cousins,'1859-01-31',M,rep,'1905-12-04','1907-03-03',IA,,Republican,11471,5,Gordon,,,,,,,,,,,,,,,
C000811,402930,2094,Robert G. Cousins,Q2157198,kg:/m/02rk81s,Robert,Cousins,'1859-01-31',M,rep,'1907-12-02','1909-03-03',IA,,Republican,11471,5,Gordon,,,,,,,,,,,,,,,
P000156,408560,7276,Thomas H. Paynter,Q2424471,kg:/m/0b67ng,Thomas,Paynter,'1851-12-09',M,rep,'1889-12-02','1891-03-03',KY,,Democrat,19470,9,Hanson,,,,,,,,,,,,,,,
P000156,408560,7276,Thomas H. Paynter,Q2424471,kg:/m/0b67ng,Thomas,Paynter,'1851-12-09',M,rep,'1891-12-07','1893-03-03',KY,,Democrat,19470,9,Hanson,,,,,,,,,,,,,,,
P000156,408560,7276,Thomas H. Paynter,Q2424471,kg:/m/0b67ng,Thomas,Paynter,'1851-12-09',M,rep,'1893-08-07','1895-03-03',KY,,Democrat,19470,9,Hanson,,,,,,,,,,,,,,,
P000156,408560,7276,Thomas H. Paynter,Q2424471,kg:/m/0b67ng,Thomas,Paynter,'1851-12-09',M,sen,'1907-12-02','1913-03-03',KY,2,Democrat,19470,,Hanson,,,,,,,,,,,,,,,
W000312,411476,9970,George P. Wetmore,Q886209,kg:/m/0cp51d,George,Wetmore,'1846-08-02',M,sen,'1895-12-02','1901-03-03',RI,2,Republican,,,Peabody,,,,,,,,,,,,,,,
W000312,411476,9970,George P. Wetmore,Q886209,kg:/m/0cp51d,George,Wetmore,'1846-08-02',M,sen,'1901-12-02','1907-03-03',RI,2,Republican,,,Peabody,,,,,,,,,,,,,,,
W000312,411476,9970,George P. Wetmore,Q886209,kg:/m/0cp51d,George,Wetmore,'1846-08-02',M,sen,'1908-01-01','1913-03-03',RI,2,Republican,,,Peabody,,,,,,,,,,,,,,,
C000026,402187,1400,William A. Calderhead,Q1281241,kg:/m/02rm95g,William,Calderhead,'1844-09-26',M,rep,'1895-12-02','1897-03-03',KS,,Republican,10475,5,Alexander,,,,,,,,,,,,,,,
C000026,402187,1400,William A. Calderhead,Q1281241,kg:/m/02rm95g,William,Calderhead,'1844-09-26',M,rep,'1899-12-04','1901-03-03',KS,,Republican,10475,5,Alexander,,,,,,,,,,,,,,,
C000026,402187,1400,William A. Calderhead,Q1281241,kg:/m/02rm95g,William,Calderhead,'1844-09-26',M,rep,'1901-12-02','1903-03-03',KS,,Republican,10475,5,Alexander,,,,,,,,,,,,,,,
C000026,402187,1400,William A. Calderhead,Q1281241,kg:/m/02rm95g,William,Calderhead,'1844-09-26',M,rep,'1903-11-09','1905-03-03',KS,,Republican,10475,5,Alexander,,,,,,,,,,,,,,,
C000026,402187,1400,William A. Calderhead,Q1281241,kg:/m/02rm95g,William,Calderhead,'1844-09-26',M,rep,'1905-12-04','1907-03-03',KS,,Republican,10475,5,Alexander,,,,,,,,,,,,,,,
C000026,402187,1400,William A. Calderhead,Q1281241,kg:/m/02rm95g,William,Calderhead,'1844-09-26',M,rep,'1907-12-02','1909-03-03',KS,,Republican,10475,5,Alexander,,,,,,,,,,,,,,,
C000026,402187,1400,William A. Calderhead,Q1281241,kg:/m/02rm95g,William,Calderhead,'1844-09-26',M,rep,'1909-03-15','1911-03-03',KS,,Republican,10475,5,Alexander,,,,,,,,,,,,,,,
C000937,403049,2204,Charles A. Crow,Q1063465,kg:/m/02rz5kt,Charles,Crow,'1873-03-31',M,rep,'1909-03-15','1911-03-03',MO,,Republican,11625,14,Augustus,,,,,,,,,,,,,,,
K000279,406436,5331,Charles L. Knapp,Q5079957,kg:/m/02rkn6k,Charles,Knapp,'1847-07-04',M,rep,'1901-12-02','1903-03-03',NY,,Republican,16430,24,Luman,,,,,,,,,,,,,,,
K000279,406436,5331,Charles L. Knapp,Q5079957,kg:/m/02rkn6k,Charles,Knapp,'1847-07-04',M,rep,'1903-11-09','1905-03-03',NY,,Republican,16430,28,Luman,,,,,,,,,,,,,,,
K000279,406436,5331,Charles L. Knapp,Q5079957,kg:/m/02rkn6k,Charles,Knapp,'1847-07-04',M,rep,'1905-12-04','1907-03-03',NY,,Republican,16430,28,Luman,,,,,,,,,,,,,,,
K000279,406436,5331,Charles L. Knapp,Q5079957,kg:/m/02rkn6k,Charles,Knapp,'1847-07-04',M,rep,'1907-12-02','1909-03-03',NY,,Republican,16430,28,Luman,,,,,,,,,,,,,,,
K000279,406436,5331,Charles L. Knapp,Q5079957,kg:/m/02rkn6k,Charles,Knapp,'1847-07-04',M,rep,'1909-03-15','1911-03-03',NY,,Republican,16430,28,Luman,,,,,,,,,,,,,,,
T000318,410890,9426,William E. Tou Velle,Q8008323,kg:/m/02rm4w7,William,Tou Velle,'1862-11-23',M,rep,'1907-12-02','1909-03-03',OH,,Democrat,23022,4,Ellsworth,,,,,,,,,,,,,,,
T000318,410890,9426,William E. Tou Velle,Q8008323,kg:/m/02rm4w7,William,Tou Velle,'1862-11-23',M,rep,'1909-03-15','1911-03-03',OH,,Democrat,23022,4,Ellsworth,,,,,,,,,,,,,,,
T000241,410819,9359,John Thornton (Louisiana),Q1366887,kg:/m/0d3hhj,John,Thornton,'1846-08-25',M,sen,'1910-01-01','1915-03-03',LA,3,Democrat,,,Randolph,,,,,,,,,,,,,,,
C000835,402952,2115,James M. Cox,Q440117,kg:/m/012zys,James,Cox,'1870-03-31',M,rep,'1909-03-15','1911-03-03',OH,,Democrat,11501,3,Middleton,,,,,,,,,,,,,,,
C000835,402952,2115,James M. Cox,Q440117,kg:/m/012zys,James,Cox,'1870-03-31',M,rep,'1911-04-04','1913-03-03',OH,,Democrat,11501,3,Middleton,,,,,,,,,,,,,,,
C001002,403109,2263,George Curry (politician),Q889532,kg:/m/03kfx7,George,Curry,'1861-04-03',M,rep,'1911-04-04','1913-03-03',NM,,Republican,11705,-1,,,,,,,,,,,,,,,,
D000066,403204,2348,James Alexander Daugherty,Q1679933,kg:/m/0b8cbf,James,Daugherty,'1847-08-30',M,rep,'1911-04-04','1913-03-03',MO,,Democrat,11912,15,Alexander,,,,,,,,,,,,,,,
F000277,404227,3280,Charles V. Fornes,Q2161690,kg:/m/026g4t5,Charles,Fornes,'1844-01-22',M,rep,'1907-12-02','1909-03-03',NY,,Democrat,13323,11,Vincent,,,,,,,,,,,,,,,
F000277,404227,3280,Charles V. Fornes,Q2161690,kg:/m/026g4t5,Charles,Fornes,'1844-01-22',M,rep,'1909-03-15','1911-03-03',NY,,Democrat,13323,11,Vincent,,,,,,,,,,,,,,,
F000277,404227,3280,Charles V. Fornes,Q2161690,kg:/m/026g4t5,Charles,Fornes,'1844-01-22',M,rep,'1911-04-04','1913-03-03',NY,,Democrat,13323,11,Vincent,,,,,,,,,,,,,,,
K000096,406264,5170,Nathan E. Kendall,Q886138,kg:/m/02rk801,Nathan,Kendall,'1868-03-17',M,rep,'1909-03-15','1911-03-03',IA,,Republican,16198,6,Edward,,,,,,,,,,,,,,,
K000096,406264,5170,Nathan E. Kendall,Q886138,kg:/m/02rk801,Nathan,Kendall,'1868-03-17',M,rep,'1911-04-04','1913-03-03',IA,,Republican,16198,6,Edward,,,,,,,,,,,,,,,
M000904,407876,6638,John M. Moore,Q1700921,kg:/m/02btmy,John,Moore,'1862-11-18',M,rep,'1905-12-04','1907-03-03',TX,,Democrat,18469,8,Matthew,,,,,,,,,,,,,,,
M000904,407876,6638,John M. Moore,Q1700921,kg:/m/02btmy,John,Moore,'1862-11-18',M,rep,'1907-12-02','1909-03-03',TX,,Democrat,18469,8,Matthew,,,,,,,,,,,,,,,
M000904,407876,6638,John M. Moore,Q1700921,kg:/m/02btmy,John,Moore,'1862-11-18',M,rep,'1909-03-15','1911-03-03',TX,,Democrat,18469,8,Matthew,,,,,,,,,,,,,,,
M000904,407876,6638,John M. Moore,Q1700921,kg:/m/02btmy,John,Moore,'1862-11-18',M,rep,'1911-04-04','1913-03-03',TX,,Democrat,18469,8,Matthew,,,,,,,,,,,,,,,
O000073,408346,7060,George T. Oliver,Q5545050,kg:/m/08pdhc,George,Oliver,'1848-01-26',M,sen,'1909-03-15','1911-03-03',PA,1,Republican,,,Tener,,,,,,,,,,,,,,,
O000073,408346,7060,George T. Oliver,Q5545050,kg:/m/08pdhc,George,Oliver,'1848-01-26',M,sen,'1911-04-04','1917-03-03',PA,1,Republican,,,Tener,,,,,,,,,,,,,,,
W000443,411601,10089,Robert Charles Wickliffe,Q2156715,kg:/m/02pnf87,Robert,Wickliffe,'1874-05-01',M,rep,'1909-03-15','1911-03-03',LA,,Democrat,23741,6,Charles,,,,,,,,,,,,,,,
W000443,411601,10089,Robert Charles Wickliffe,Q2156715,kg:/m/02pnf87,Robert,Wickliffe,'1874-05-01',M,rep,'1911-04-04','1913-03-03',LA,,Democrat,23741,6,Charles,,,,,,,,,,,,,,,
B000270,401264,545,James Andrew Beall,Q1679952,kg:/m/03b_h06,James,Beall,'1866-10-25',M,rep,'1903-11-09','1905-03-03',TX,,Democrat,9124,5,Andrew,Jack,,,,,,,,,,,,,,
B000270,401264,545,James Andrew Beall,Q1679952,kg:/m/03b_h06,James,Beall,'1866-10-25',M,rep,'1905-12-04','1907-03-03',TX,,Democrat,9124,5,Andrew,Jack,,,,,,,,,,,,,,
B000270,401264,545,James Andrew Beall,Q1679952,kg:/m/03b_h06,James,Beall,'1866-10-25',M,rep,'1907-12-02','1909-03-03',TX,,Democrat,9124,5,Andrew,Jack,,,,,,,,,,,,,,
B000270,401264,545,James Andrew Beall,Q1679952,kg:/m/03b_h06,James,Beall,'1866-10-25',M,rep,'1909-03-15','1911-03-03',TX,,Democrat,9124,5,Andrew,Jack,,,,,,,,,,,,,,
B000270,401264,545,James Andrew Beall,Q1679952,kg:/m/03b_h06,James,Beall,'1866-10-25',M,rep,'1911-04-04','1913-03-03',TX,,Democrat,9124,5,Andrew,Jack,,,,,,,,,,,,,,
B000270,401264,545,James Andrew Beall,Q1679952,kg:/m/03b_h06,James,Beall,'1866-10-25',M,rep,'1913-04-07','1915-03-03',TX,,Democrat,9124,5,Andrew,Jack,,,,,,,,,,,,,,
B001087,402033,1261,Charles H. Burke,Q1064658,kg:/m/07wwxg,Charles,Burke,'1861-04-01',M,rep,'1899-12-04','1901-03-03',SD,,Republican,10179,-1,Henry,,,,,,,,,,,,,,,
B001087,402033,1261,Charles H. Burke,Q1064658,kg:/m/07wwxg,Charles,Burke,'1861-04-01',M,rep,'1901-12-02','1903-03-03',SD,,Republican,10179,-1,Henry,,,,,,,,,,,,,,,
B001087,402033,1261,Charles H. Burke,Q1064658,kg:/m/07wwxg,Charles,Burke,'1861-04-01',M,rep,'1903-11-09','1905-03-03',SD,,Republican,10179,-1,Henry,,,,,,,,,,,,,,,
B001087,402033,1261,Charles H. Burke,Q1064658,kg:/m/07wwxg,Charles,Burke,'1861-04-01',M,rep,'1905-12-04','1907-03-03',SD,,Republican,10179,-1,Henry,,,,,,,,,,,,,,,
B001087,402033,1261,Charles H. Burke,Q1064658,kg:/m/07wwxg,Charles,Burke,'1861-04-01',M,rep,'1909-03-15','1911-03-03',SD,,Republican,10179,-1,Henry,,,,,,,,,,,,,,,
B001087,402033,1261,Charles H. Burke,Q1064658,kg:/m/07wwxg,Charles,Burke,'1861-04-01',M,rep,'1911-04-04','1913-03-03',SD,,Republican,10179,-1,Henry,,,,,,,,,,,,,,,
B001087,402033,1261,Charles H. Burke,Q1064658,kg:/m/07wwxg,Charles,Burke,'1861-04-01',M,rep,'1913-04-07','1915-03-03',SD,,Republican,10179,2,Henry,,,,,,,,,,,,,,,
G000357,404712,3735,James McMahon Graham,Q6139496,kg:/m/07c7_z,James,Graham,'1852-04-14',M,rep,'1909-03-15','1911-03-03',IL,,Democrat,14012,21,McMahon,,,,,,,,,,,,,,,
G000357,404712,3735,James McMahon Graham,Q6139496,kg:/m/07c7_z,James,Graham,'1852-04-14',M,rep,'1911-04-04','1913-03-03',IL,,Democrat,14012,21,McMahon,,,,,,,,,,,,,,,
G000357,404712,3735,James McMahon Graham,Q6139496,kg:/m/07c7_z,James,Graham,'1852-04-14',M,rep,'1913-04-07','1915-03-03',IL,,Democrat,14012,21,McMahon,,,,,,,,,,,,,,,
K000222,406381,5279,Eugene F. Kinkead,Q251598,kg:/m/02wybbp,Eugene,Kinkead,'1876-03-27',M,rep,'1909-03-15','1911-03-03',NJ,,Democrat,16357,9,Francis,,,,,,,,,,,,,,,
K000222,406381,5279,Eugene F. Kinkead,Q251598,kg:/m/02wybbp,Eugene,Kinkead,'1876-03-27',M,rep,'1911-04-04','1913-03-03',NJ,,Democrat,16357,9,Francis,,,,,,,,,,,,,,,
K000222,406381,5279,Eugene F. Kinkead,Q251598,kg:/m/02wybbp,Eugene,Kinkead,'1876-03-27',M,rep,'1913-04-07','1915-03-03',NJ,,Democrat,16357,8,Francis,,,,,,,,,,,,,,,
R000156,409133,7817,Thomas L. Reilly,Q2425668,kg:/m/02rjzv3,Thomas,Reilly,'1858-09-20',M,rep,'1911-04-04','1913-03-03',CT,,Democrat,20278,2,Lawrence,,,,,,,,,,,,,,,
R000156,409133,7817,Thomas L. Reilly,Q2425668,kg:/m/02rjzv3,Thomas,Reilly,'1858-09-20',M,rep,'1913-04-07','1915-03-03',CT,,Democrat,20278,3,Lawrence,,,,,,,,,,,,,,,
T000078,410662,9209,George W. Taylor (politician),Q1508475,kg:/m/02rk1rn,George,Taylor,'1849-01-16',M,rep,'1897-03-15','1899-03-03',AL,,Democrat,22732,1,Washington,,,,,,,,,,,,,,,
T000078,410662,9209,George W. Taylor (politician),Q1508475,kg:/m/02rk1rn,George,Taylor,'1849-01-16',M,rep,'1899-12-04','1901-03-03',AL,,Democrat,22732,1,Washington,,,,,,,,,,,,,,,
T000078,410662,9209,George W. Taylor (politician),Q1508475,kg:/m/02rk1rn,George,Taylor,'1849-01-16',M,rep,'1901-12-02','1903-03-03',AL,,Democrat,22732,1,Washington,,,,,,,,,,,,,,,
T000078,410662,9209,George W. Taylor (politician),Q1508475,kg:/m/02rk1rn,George,Taylor,'1849-01-16',M,rep,'1903-11-09','1905-03-03',AL,,Democrat,22732,1,Washington,,,,,,,,,,,,,,,
T000078,410662,9209,George W. Taylor (politician),Q1508475,kg:/m/02rk1rn,George,Taylor,'1849-01-16',M,rep,'1905-12-04','1907-03-03',AL,,Democrat,22732,1,Washington,,,,,,,,,,,,,,,
T000078,410662,9209,George W. Taylor (politician),Q1508475,kg:/m/02rk1rn,George,Taylor,'1849-01-16',M,rep,'1907-12-02','1909-03-03',AL,,Democrat,22732,1,Washington,,,,,,,,,,,,,,,
T000078,410662,9209,George W. Taylor (politician),Q1508475,kg:/m/02rk1rn,George,Taylor,'1849-01-16',M,rep,'1909-03-15','1911-03-03',AL,,Democrat,22732,1,Washington,,,,,,,,,,,,,,,
T000078,410662,9209,George W. Taylor (politician),Q1508475,kg:/m/02rk1rn,George,Taylor,'1849-01-16',M,rep,'1911-04-04','1913-03-03',AL,,Democrat,22732,1,Washington,,,,,,,,,,,,,,,
T000078,410662,9209,George W. Taylor (politician),Q1508475,kg:/m/02rk1rn,George,Taylor,'1849-01-16',M,rep,'1913-04-07','1915-03-03',AL,,Democrat,22732,1,Washington,,,,,,,,,,,,,,,
W000305,411469,9963,William Stanley West,Q2580508,kg:/m/0bf185,William,West,'1849-08-23',M,sen,'1914-03-02','1915-03-03',GA,2,Democrat,,,Stanley,,,,,,,,,,,,,,,
A000111,400768,97,Alfred G. Allen,Q194779,kg:/m/02rlzq6,Alfred,Allen,'1867-07-23',M,rep,'1911-04-04','1913-03-03',OH,,Democrat,8413,2,Gaither,,,,,,,,,,,,,,,
A000111,400768,97,Alfred G. Allen,Q194779,kg:/m/02rlzq6,Alfred,Allen,'1867-07-23',M,rep,'1913-04-07','1915-03-03',OH,,Democrat,8413,2,Gaither,,,,,,,,,,,,,,,
A000111,400768,97,Alfred G. Allen,Q194779,kg:/m/02rlzq6,Alfred,Allen,'1867-07-23',M,rep,'1915-12-06','1917-03-03',OH,,Democrat,8413,2,Gaither,,,,,,,,,,,,,,,
B000896,401853,1092,Robert F. Broussard,Q454591,kg:/m/0d3hk8,Robert,Broussard,'1864-08-17',M,rep,'1897-03-15','1899-03-03',LA,,Democrat,9939,3,Foligny,,,,,,,,,,,,,,,
B000896,401853,1092,Robert F. Broussard,Q454591,kg:/m/0d3hk8,Robert,Broussard,'1864-08-17',M,rep,'1899-12-04','1901-03-03',LA,,Democrat,9939,3,Foligny,,,,,,,,,,,,,,,
B000896,401853,1092,Robert F. Broussard,Q454591,kg:/m/0d3hk8,Robert,Broussard,'1864-08-17',M,rep,'1901-12-02','1903-03-03',LA,,Democrat,9939,3,Foligny,,,,,,,,,,,,,,,
B000896,401853,1092,Robert F. Broussard,Q454591,kg:/m/0d3hk8,Robert,Broussard,'1864-08-17',M,rep,'1903-11-09','1905-03-03',LA,,Democrat,9939,3,Foligny,,,,,,,,,,,,,,,
B000896,401853,1092,Robert F. Broussard,Q454591,kg:/m/0d3hk8,Robert,Broussard,'1864-08-17',M,rep,'1905-12-04','1907-03-03',LA,,Democrat,9939,3,Foligny,,,,,,,,,,,,,,,
B000896,401853,1092,Robert F. Broussard,Q454591,kg:/m/0d3hk8,Robert,Broussard,'1864-08-17',M,rep,'1907-12-02','1909-03-03',LA,,Democrat,9939,3,Foligny,,,,,,,,,,,,,,,
B000896,401853,1092,Robert F. Broussard,Q454591,kg:/m/0d3hk8,Robert,Broussard,'1864-08-17',M,rep,'1909-03-15','1911-03-03',LA,,Democrat,9939,3,Foligny,,,,,,,,,,,,,,,
B000896,401853,1092,Robert F. Broussard,Q454591,kg:/m/0d3hk8,Robert,Broussard,'1864-08-17',M,rep,'1911-04-04','1913-03-03',LA,,Democrat,9939,3,Foligny,,,,,,,,,,,,,,,
B000896,401853,1092,Robert F. Broussard,Q454591,kg:/m/0d3hk8,Robert,Broussard,'1864-08-17',M,rep,'1913-04-07','1915-03-03',LA,,Democrat,9939,3,Foligny,,,,,,,,,,,,,,,
B000896,401853,1092,Robert F. Broussard,Q454591,kg:/m/0d3hk8,Robert,Broussard,'1864-08-17',M,sen,'1915-12-06','1919-03-03',LA,3,Democrat,9939,,Foligny,,,,,,,,,,,,,,,
B001001,401951,1183,Frank Buchanan (Illinois politician),Q13218803,kg:/m/04mw_yg,Frank,Buchanan,'1862-06-14',M,rep,'1911-04-04','1913-03-03',IL,,Democrat,10068,7,,,,,,,,,,,,,,,,
B001001,401951,1183,Frank Buchanan (Illinois politician),Q13218803,kg:/m/04mw_yg,Frank,Buchanan,'1862-06-14',M,rep,'1913-04-07','1915-03-03',IL,,Democrat,10068,7,,,,,,,,,,,,,,,,
B001001,401951,1183,Frank Buchanan (Illinois politician),Q13218803,kg:/m/04mw_yg,Frank,Buchanan,'1862-06-14',M,rep,'1915-12-06','1917-03-03',IL,,Democrat,10068,7,,,,,,,,,,,,,,,,
C000277,402420,1622,George Earle Chamberlain,Q373284,kg:/m/0b7vqp,George,Chamberlain,'1854-01-01',M,sen,'1909-03-15','1915-03-03',OR,3,Democrat,,,Earle,,,,,,,,,,,,,,,
C000277,402420,1622,George Earle Chamberlain,Q373284,kg:/m/0b7vqp,George,Chamberlain,'1854-01-01',M,sen,'1915-12-06','1921-03-03',OR,3,Democrat,,,Earle,,,,,,,,,,,,,,,
D000074,403212,2356,James S. Davenport,Q1649326,kg:/m/02rr6pm,James,Davenport,'1864-09-21',M,rep,'1907-12-02','1909-03-03',OK,,Democrat,11923,3,Sanford,,,,,,,,,,,,,,,
D000074,403212,2356,James S. Davenport,Q1649326,kg:/m/02rr6pm,James,Davenport,'1864-09-21',M,rep,'1911-04-04','1913-03-03',OK,,Democrat,11923,3,Sanford,,,,,,,,,,,,,,,
D000074,403212,2356,James S. Davenport,Q1649326,kg:/m/02rr6pm,James,Davenport,'1864-09-21',M,rep,'1913-04-07','1915-03-03',OK,,Democrat,11923,3,Sanford,,,,,,,,,,,,,,,
D000074,403212,2356,James S. Davenport,Q1649326,kg:/m/02rr6pm,James,Davenport,'1864-09-21',M,rep,'1915-12-06','1917-03-03',OK,,Democrat,11923,1,Sanford,,,,,,,,,,,,,,,
R000070,409050,7743,George W. Rauch,Q1508465,kg:/m/02rkg3n,George,Rauch,'1876-02-22',M,rep,'1907-12-02','1909-03-03',IN,,Democrat,20167,11,Washington,,,,,,,,,,,,,,,
R000070,409050,7743,George W. Rauch,Q1508465,kg:/m/02rkg3n,George,Rauch,'1876-02-22',M,rep,'1909-03-15','1911-03-03',IN,,Democrat,20167,11,Washington,,,,,,,,,,,,,,,
R000070,409050,7743,George W. Rauch,Q1508465,kg:/m/02rkg3n,George,Rauch,'1876-02-22',M,rep,'1911-04-04','1913-03-03',IN,,Democrat,20167,11,Washington,,,,,,,,,,,,,,,
R000070,409050,7743,George W. Rauch,Q1508465,kg:/m/02rkg3n,George,Rauch,'1876-02-22',M,rep,'1913-04-07','1915-03-03',IN,,Democrat,20167,11,Washington,,,,,,,,,,,,,,,
R000070,409050,7743,George W. Rauch,Q1508465,kg:/m/02rkg3n,George,Rauch,'1876-02-22',M,rep,'1915-12-06','1917-03-03',IN,,Democrat,20167,11,Washington,,,,,,,,,,,,,,,
S000702,410173,8765,Stephen M. Sparkman,Q2344924,kg:/m/02rjzhg,Stephen,Sparkman,'1849-07-29',M,rep,'1895-12-02','1897-03-03',FL,,Democrat,22006,1,Milancthon,,,,,,,,,,,,,,,
S000702,410173,8765,Stephen M. Sparkman,Q2344924,kg:/m/02rjzhg,Stephen,Sparkman,'1849-07-29',M,rep,'1897-03-15','1899-03-03',FL,,Democrat,22006,1,Milancthon,,,,,,,,,,,,,,,
S000702,410173,8765,Stephen M. Sparkman,Q2344924,kg:/m/02rjzhg,Stephen,Sparkman,'1849-07-29',M,rep,'1899-12-04','1901-03-03',FL,,Democrat,22006,1,Milancthon,,,,,,,,,,,,,,,
S000702,410173,8765,Stephen M. Sparkman,Q2344924,kg:/m/02rjzhg,Stephen,Sparkman,'1849-07-29',M,rep,'1901-12-02','1903-03-03',FL,,Democrat,22006,1,Milancthon,,,,,,,,,,,,,,,
S000702,410173,8765,Stephen M. Sparkman,Q2344924,kg:/m/02rjzhg,Stephen,Sparkman,'1849-07-29',M,rep,'1903-11-09','1905-03-03',FL,,Democrat,22006,1,Milancthon,,,,,,,,,,,,,,,
S000702,410173,8765,Stephen M. Sparkman,Q2344924,kg:/m/02rjzhg,Stephen,Sparkman,'1849-07-29',M,rep,'1905-12-04','1907-03-03',FL,,Democrat,22006,1,Milancthon,,,,,,,,,,,,,,,
S000702,410173,8765,Stephen M. Sparkman,Q2344924,kg:/m/02rjzhg,Stephen,Sparkman,'1849-07-29',M,rep,'1907-12-02','1909-03-03',FL,,Democrat,22006,1,Milancthon,,,,,,,,,,,,,,,
S000702,410173,8765,Stephen M. Sparkman,Q2344924,kg:/m/02rjzhg,Stephen,Sparkman,'1849-07-29',M,rep,'1909-03-15','1911-03-03',FL,,Democrat,22006,1,Milancthon,,,,,,,,,,,,,,,
S000702,410173,8765,Stephen M. Sparkman,Q2344924,kg:/m/02rjzhg,Stephen,Sparkman,'1849-07-29',M,rep,'1911-04-04','1913-03-03',FL,,Democrat,22006,1,Milancthon,,,,,,,,,,,,,,,
S000702,410173,8765,Stephen M. Sparkman,Q2344924,kg:/m/02rjzhg,Stephen,Sparkman,'1849-07-29',M,rep,'1913-04-07','1915-03-03',FL,,Democrat,22006,1,Milancthon,,,,,,,,,,,,,,,
S000702,410173,8765,Stephen M. Sparkman,Q2344924,kg:/m/02rjzhg,Stephen,Sparkman,'1849-07-29',M,rep,'1915-12-06','1917-03-03',FL,,Democrat,22006,1,Milancthon,,,,,,,,,,,,,,,
