bioguide,govtrack,icpsr,wikipedia,wikidata,google_entity_id,first,last,birthday,gender,type,start,end,state,class,party,house_history,district,middle,nickname,suffix,bioguide_previous,house_history_alternate,thomas,cspan,votesmart,lis,ballotpedia,official_full,opensecrets,url,fec,maplight,state_rank,caucus,end-type,twitter,facebook,youtube_id,twitter_id,youtube,instagram,instagram_id
B000490,400030,29339.0,Sanford Bishop,Q983428,kg:/m/02554k,Sanford,Bishop,'1947-02-04',M,rep,'2001-01-03','2003-01-03',GA,,Democrat,7697,2,D.,,Jr.,,,'00091',26194,26817,,,"Sanford D. Bishop, Jr.",N00002674,,H2GA02031,148.0,,,,SanfordBishop,sanfordbishop,UCxF9veLBrkr_CqVq5eFYVGg,249410485,RepSanfordBishop,,
B000490,400030,29339.0,Sanford Bishop,Q983428,kg:/m/02554k,Sanford,Bishop,'1947-02-04',M,rep,'2003-01-07','2005-01-03',GA,,Democrat,7697,2,D.,,Jr.,,,'00091',26194,26817,,,"Sanford D. Bishop, Jr.",N00002674,http://www.house.gov/bishop,H2GA02031,148.0,,,,SanfordBishop,sanfordbishop,UCxF9veLBrkr_CqVq5eFYVGg,249410485,RepSanfordBishop,,
B000490,400030,29339.0,Sanford Bishop,Q983428,kg:/m/02554k,Sanford,Bishop,'1947-02-04',M,rep,'2005-01-04','2007-01-03',GA,,Democrat,7697,2,D.,,Jr.,,,'00091',26194,26817,,,"Sanford D. Bishop, Jr.",N00002674,http://www.house.gov/bishop,H2GA02031,148.0,,,,SanfordBishop,sanfordbishop,UCxF9veLBrkr_CqVq5eFYVGg,249410485,RepSanfordBishop,,
B000490,400030,29339.0,Sanford Bishop,Q983428,kg:/m/02554k,Sanford,Bishop,'1947-02-04',M,rep,'2007-01-04','2009-01-03',GA,,Democrat,7697,2,D.,,Jr.,,,'00091',26194,26817,,,"Sanford D. Bishop, Jr.",N00002674,http://bishop.house.gov,H2GA02031,148.0,,,,SanfordBishop,sanfordbishop,UCxF9veLBrkr_CqVq5eFYVGg,249410485,RepSanfordBishop,,
B000490,400030,29339.0,Sanford Bishop,Q983428,kg:/m/02554k,Sanford,Bishop,'1947-02-04',M,rep,'2009-01-06','2011-01-03',GA,,Democrat,7697,2,D.,,Jr.,,,'00091',26194,26817,,,"Sanford D. Bishop, Jr.",N00002674,http://bishop.house.gov,H2GA02031,148.0,,,,SanfordBishop,sanfordbishop,UCxF9veLBrkr_CqVq5eFYVGg,249410485,RepSanfordBishop,,
B000490,400030,29339.0,Sanford Bishop,Q983428,kg:/m/02554k,Sanford,Bishop,'1947-02-04',M,rep,'2011-01-05','2013-01-03',GA,,Democrat,7697,2,D.,,Jr.,,,'00091',26194,26817,,,"Sanford D. Bishop, Jr.",N00002674,http://bishop.house.gov,H2GA02031,148.0,,,,SanfordBishop,sanfordbishop,UCxF9veLBrkr_CqVq5eFYVGg,249410485,RepSanfordBishop,,
B000490,400030,29339.0,Sanford Bishop,Q983428,kg:/m/02554k,Sanford,Bishop,'1947-02-04',M,rep,'2013-01-03','2015-01-03',GA,,Democrat,7697,2,D.,,Jr.,,,'00091',26194,26817,,,"Sanford D. Bishop, Jr.",N00002674,http://bishop.house.gov,H2GA02031,148.0,,,,SanfordBishop,sanfordbishop,UCxF9veLBrkr_CqVq5eFYVGg,249410485,RepSanfordBishop,,
B000490,400030,29339.0,Sanford Bishop,Q983428,kg:/m/02554k,Sanford,Bishop,'1947-02-04',M,rep,'2015-01-06','2017-01-03',GA,,Democrat,7697,2,D.,,Jr.,,,'00091',26194,26817,,,"Sanford D. Bishop, Jr.",N00002674,http://bishop.house.gov,H2GA02031,148.0,,,,SanfordBishop,sanfordbishop,UCxF9veLBrkr_CqVq5eFYVGg,249410485,RepSanfordBishop,,
B000490,400030,29339.0,Sanford Bishop,Q983428,kg:/m/02554k,Sanford,Bishop,'1947-02-04',M,rep,'2017-01-03','2019-01-03',GA,,Democrat,7697,2,D.,,Jr.,,,'00091',26194,26817,,,"Sanford D. Bishop, Jr.",N00002674,https://bishop.house.gov,H2GA02031,148.0,,,,SanfordBishop,sanfordbishop,UCxF9veLBrkr_CqVq5eFYVGg,249410485,RepSanfordBishop,,
B000490,400030,29339.0,Sanford Bishop,Q983428,kg:/m/02554k,Sanford,Bishop,'1947-02-04',M,rep,'2019-01-03','2021-01-03',GA,,Democrat,7697,2,D.,,Jr.,,,'00091',26194,26817,,,"Sanford D. Bishop, Jr.",N00002674,https://bishop.house.gov,H2GA02031,148.0,,,,SanfordBishop,sanfordbishop,UCxF9veLBrkr_CqVq5eFYVGg,249410485,RepSanfordBishop,,
B001243,400032,20351.0,Marsha Blackburn,Q458971,kg:/m/01fnkt,Marsha,Blackburn,'1952-06-06',F,rep,'2003-01-07','2005-01-03',TN,,Republican,10385,7,W.,,,,,'01748',31226,25186,S396,Marsha Blackburn,Marsha Blackburn,N00003105,http://www.house.gov/blackburn,H2TN06030|S8TN00337,151.0,,,,MarshaBlackburn,marshablackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,278145569,RepMarshaBlackburn,marshablackburn,
B001243,400032,20351.0,Marsha Blackburn,Q458971,kg:/m/01fnkt,Marsha,Blackburn,'1952-06-06',F,rep,'2005-01-04','2007-01-03',TN,,Republican,10385,7,W.,,,,,'01748',31226,25186,S396,Marsha Blackburn,Marsha Blackburn,N00003105,http://www.house.gov/blackburn,H2TN06030|S8TN00337,151.0,,,,MarshaBlackburn,marshablackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,278145569,RepMarshaBlackburn,marshablackburn,
B001243,400032,20351.0,Marsha Blackburn,Q458971,kg:/m/01fnkt,Marsha,Blackburn,'1952-06-06',F,rep,'2007-01-04','2009-01-03',TN,,Republican,10385,7,W.,,,,,'01748',31226,25186,S396,Marsha Blackburn,Marsha Blackburn,N00003105,http://www.house.gov/blackburn,H2TN06030|S8TN00337,151.0,,,,MarshaBlackburn,marshablackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,278145569,RepMarshaBlackburn,marshablackburn,
B001243,400032,20351.0,Marsha Blackburn,Q458971,kg:/m/01fnkt,Marsha,Blackburn,'1952-06-06',F,rep,'2009-01-06','2011-01-03',TN,,Republican,10385,7,W.,,,,,'01748',31226,25186,S396,Marsha Blackburn,Marsha Blackburn,N00003105,http://www.house.gov/blackburn,H2TN06030|S8TN00337,151.0,,,,MarshaBlackburn,marshablackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,278145569,RepMarshaBlackburn,marshablackburn,
B001243,400032,20351.0,Marsha Blackburn,Q458971,kg:/m/01fnkt,Marsha,Blackburn,'1952-06-06',F,rep,'2011-01-05','2013-01-03',TN,,Republican,10385,7,W.,,,,,'01748',31226,25186,S396,Marsha Blackburn,Marsha Blackburn,N00003105,http://www.house.gov/blackburn,H2TN06030|S8TN00337,151.0,,,,MarshaBlackburn,marshablackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,278145569,RepMarshaBlackburn,marshablackburn,
B001243,400032,20351.0,Marsha Blackburn,Q458971,kg:/m/01fnkt,Marsha,Blackburn,'1952-06-06',F,rep,'2013-01-03','2015-01-03',TN,,Republican,10385,7,W.,,,,,'01748',31226,25186,S396,Marsha Blackburn,Marsha Blackburn,N00003105,http://blackburn.house.gov,H2TN06030|S8TN00337,151.0,,,,MarshaBlackburn,marshablackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,278145569,RepMarshaBlackburn,marshablackburn,
B001243,400032,20351.0,Marsha Blackburn,Q458971,kg:/m/01fnkt,Marsha,Blackburn,'1952-06-06',F,rep,'2015-01-06','2017-01-03',TN,,Republican,10385,7,W.,,,,,'01748',31226,25186,S396,Marsha Blackburn,Marsha Blackburn,N00003105,http://blackburn.house.gov,H2TN06030|S8TN00337,151.0,,,,MarshaBlackburn,marshablackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,278145569,RepMarshaBlackburn,marshablackburn,
B001243,400032,20351.0,Marsha Blackburn,Q458971,kg:/m/01fnkt,Marsha,Blackburn,'1952-06-06',F,rep,'2017-01-03','2019-01-03',TN,,Republican,10385,7,W.,,,,,'01748',31226,25186,S396,Marsha Blackburn,Marsha Blackburn,N00003105,https://blackburn.house.gov,H2TN06030|S8TN00337,151.0,,,,MarshaBlackburn,marshablackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,278145569,RepMarshaBlackburn,marshablackburn,
B001243,400032,20351.0,Marsha Blackburn,Q458971,kg:/m/01fnkt,Marsha,Blackburn,'1952-06-06',F,sen,'2019-01-03','2025-01-03',TN,1.0,Republican,10385,,W.,,,,,'01748',31226,25186,S396,Marsha Blackburn,Marsha Blackburn,N00003105,https://www.blackburn.senate.gov,H2TN06030|S8TN00337,151.0,junior,,,MarshaBlackburn,marshablackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,278145569,RepMarshaBlackburn,marshablackburn,
B000574,400033,29588.0,Earl Blumenauer,Q748066,kg:/m/033tw8,Earl,Blumenauer,'1948-08-16',M,rep,'1996-05-21','1997-01-03',OR,,Democrat,9518,3,,,,,,'00099',43809,367,,Earl Blumenauer,Earl Blumenauer,N00007727,,H6OR03064,152.0,,,,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B000574,400033,29588.0,Earl Blumenauer,Q748066,kg:/m/033tw8,Earl,Blumenauer,'1948-08-16',M,rep,'1997-01-07','1999-01-03',OR,,Democrat,9518,3,,,,,,'00099',43809,367,,Earl Blumenauer,Earl Blumenauer,N00007727,,H6OR03064,152.0,,,,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B000574,400033,29588.0,Earl Blumenauer,Q748066,kg:/m/033tw8,Earl,Blumenauer,'1948-08-16',M,rep,'1999-01-06','2001-01-03',OR,,Democrat,9518,3,,,,,,'00099',43809,367,,Earl Blumenauer,Earl Blumenauer,N00007727,,H6OR03064,152.0,,,,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B000574,400033,29588.0,Earl Blumenauer,Q748066,kg:/m/033tw8,Earl,Blumenauer,'1948-08-16',M,rep,'2001-01-03','2003-01-03',OR,,Democrat,9518,3,,,,,,'00099',43809,367,,Earl Blumenauer,Earl Blumenauer,N00007727,,H6OR03064,152.0,,,,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B000574,400033,29588.0,Earl Blumenauer,Q748066,kg:/m/033tw8,Earl,Blumenauer,'1948-08-16',M,rep,'2003-01-07','2005-01-03',OR,,Democrat,9518,3,,,,,,'00099',43809,367,,Earl Blumenauer,Earl Blumenauer,N00007727,http://www.house.gov/blumenauer,H6OR03064,152.0,,,,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B000574,400033,29588.0,Earl Blumenauer,Q748066,kg:/m/033tw8,Earl,Blumenauer,'1948-08-16',M,rep,'2005-01-04','2007-01-03',OR,,Democrat,9518,3,,,,,,'00099',43809,367,,Earl Blumenauer,Earl Blumenauer,N00007727,http://www.house.gov/blumenauer,H6OR03064,152.0,,,,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B000574,400033,29588.0,Earl Blumenauer,Q748066,kg:/m/033tw8,Earl,Blumenauer,'1948-08-16',M,rep,'2007-01-04','2009-01-03',OR,,Democrat,9518,3,,,,,,'00099',43809,367,,Earl Blumenauer,Earl Blumenauer,N00007727,http://blumenauer.house.gov,H6OR03064,152.0,,,,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B000574,400033,29588.0,Earl Blumenauer,Q748066,kg:/m/033tw8,Earl,Blumenauer,'1948-08-16',M,rep,'2009-01-06','2011-01-03',OR,,Democrat,9518,3,,,,,,'00099',43809,367,,Earl Blumenauer,Earl Blumenauer,N00007727,http://blumenauer.house.gov,H6OR03064,152.0,,,,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B000574,400033,29588.0,Earl Blumenauer,Q748066,kg:/m/033tw8,Earl,Blumenauer,'1948-08-16',M,rep,'2011-01-05','2013-01-03',OR,,Democrat,9518,3,,,,,,'00099',43809,367,,Earl Blumenauer,Earl Blumenauer,N00007727,http://blumenauer.house.gov,H6OR03064,152.0,,,,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B000574,400033,29588.0,Earl Blumenauer,Q748066,kg:/m/033tw8,Earl,Blumenauer,'1948-08-16',M,rep,'2013-01-03','2015-01-03',OR,,Democrat,9518,3,,,,,,'00099',43809,367,,Earl Blumenauer,Earl Blumenauer,N00007727,http://blumenauer.house.gov,H6OR03064,152.0,,,,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B000574,400033,29588.0,Earl Blumenauer,Q748066,kg:/m/033tw8,Earl,Blumenauer,'1948-08-16',M,rep,'2015-01-06','2017-01-03',OR,,Democrat,9518,3,,,,,,'00099',43809,367,,Earl Blumenauer,Earl Blumenauer,N00007727,http://blumenauer.house.gov,H6OR03064,152.0,,,,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B000574,400033,29588.0,Earl Blumenauer,Q748066,kg:/m/033tw8,Earl,Blumenauer,'1948-08-16',M,rep,'2017-01-03','2019-01-03',OR,,Democrat,9518,3,,,,,,'00099',43809,367,,Earl Blumenauer,Earl Blumenauer,N00007727,https://blumenauer.house.gov,H6OR03064,152.0,,,,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B000574,400033,29588.0,Earl Blumenauer,Q748066,kg:/m/033tw8,Earl,Blumenauer,'1948-08-16',M,rep,'2019-01-03','2021-01-03',OR,,Democrat,9518,3,,,,,,'00099',43809,367,,Earl Blumenauer,Earl Blumenauer,N00007727,https://blumenauer.house.gov,H6OR03064,152.0,,,,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B001277,412490,41101.0,Richard Blumenthal,Q2023708,kg:/m/03tg8m,Richard,Blumenthal,'1946-02-13',M,sen,'2011-01-05','2017-01-03',CT,3.0,Democrat,,,,,,,,'02076',21799,1568,S341,Richard Blumenthal,Richard Blumenthal,N00031685,https://www.blumenthal.senate.gov,S0CT00177,1495.0,senior,,,SenBlumenthal,SenBlumenthal,UCHH-fn3_LVt0Q4od56rOi5g,278124059,SenatorBlumenthal,,
B001277,412490,41101.0,Richard Blumenthal,Q2023708,kg:/m/03tg8m,Richard,Blumenthal,'1946-02-13',M,sen,'2017-01-03','2023-01-03',CT,3.0,Democrat,,,,,,,,'02076',21799,1568,S341,Richard Blumenthal,Richard Blumenthal,N00031685,https://www.blumenthal.senate.gov,S0CT00177,1495.0,senior,,,SenBlumenthal,SenBlumenthal,UCHH-fn3_LVt0Q4od56rOi5g,278124059,SenatorBlumenthal,,
B000575,400034,29735.0,Roy Blunt,Q1525924,kg:/m/034fn4,Roy,Blunt,'1950-01-10',M,rep,'1997-01-07','1999-01-03',MO,,Republican,9520,7,,,,,,'01464',45465,418,S342,Roy Blunt,Roy Blunt,N00005195,,H6MO07128|S0MO00183,153.0,,,,RoyBlunt,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA,21269970,SenatorBlunt,royblunt,21185436
B000575,400034,29735.0,Roy Blunt,Q1525924,kg:/m/034fn4,Roy,Blunt,'1950-01-10',M,rep,'1999-01-06','2001-01-03',MO,,Republican,9520,7,,,,,,'01464',45465,418,S342,Roy Blunt,Roy Blunt,N00005195,,H6MO07128|S0MO00183,153.0,,,,RoyBlunt,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA,21269970,SenatorBlunt,royblunt,21185436
B000575,400034,29735.0,Roy Blunt,Q1525924,kg:/m/034fn4,Roy,Blunt,'1950-01-10',M,rep,'2001-01-03','2003-01-03',MO,,Republican,9520,7,,,,,,'01464',45465,418,S342,Roy Blunt,Roy Blunt,N00005195,,H6MO07128|S0MO00183,153.0,,,,RoyBlunt,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA,21269970,SenatorBlunt,royblunt,21185436
B000575,400034,29735.0,Roy Blunt,Q1525924,kg:/m/034fn4,Roy,Blunt,'1950-01-10',M,rep,'2003-01-07','2005-01-03',MO,,Republican,9520,7,,,,,,'01464',45465,418,S342,Roy Blunt,Roy Blunt,N00005195,http://www.house.gov/blunt,H6MO07128|S0MO00183,153.0,,,,RoyBlunt,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA,21269970,SenatorBlunt,royblunt,21185436
B000575,400034,29735.0,Roy Blunt,Q1525924,kg:/m/034fn4,Roy,Blunt,'1950-01-10',M,rep,'2005-01-04','2007-01-03',MO,,Republican,9520,7,,,,,,'01464',45465,418,S342,Roy Blunt,Roy Blunt,N00005195,http://www.house.gov/blunt,H6MO07128|S0MO00183,153.0,,,,RoyBlunt,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA,21269970,SenatorBlunt,royblunt,21185436
B000575,400034,29735.0,Roy Blunt,Q1525924,kg:/m/034fn4,Roy,Blunt,'1950-01-10',M,rep,'2007-01-04','2009-01-03',MO,,Republican,9520,7,,,,,,'01464',45465,418,S342,Roy Blunt,Roy Blunt,N00005195,http://www.house.gov/blunt,H6MO07128|S0MO00183,153.0,,,,RoyBlunt,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA,21269970,SenatorBlunt,royblunt,21185436
B000575,400034,29735.0,Roy Blunt,Q1525924,kg:/m/034fn4,Roy,Blunt,'1950-01-10',M,rep,'2009-01-06','2011-01-03',MO,,Republican,9520,7,,,,,,'01464',45465,418,S342,Roy Blunt,Roy Blunt,N00005195,http://blunt.house.gov/,H6MO07128|S0MO00183,153.0,,,,RoyBlunt,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA,21269970,SenatorBlunt,royblunt,21185436
B000575,400034,29735.0,Roy Blunt,Q1525924,kg:/m/034fn4,Roy,Blunt,'1950-01-10',M,sen,'2011-01-05','2017-01-03',MO,3.0,Republican,9520,,,,,,,'01464',45465,418,S342,Roy Blunt,Roy Blunt,N00005195,http://www.blunt.senate.gov,H6MO07128|S0MO00183,153.0,junior,,,RoyBlunt,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA,21269970,SenatorBlunt,royblunt,21185436
B000575,400034,29735.0,Roy Blunt,Q1525924,kg:/m/034fn4,Roy,Blunt,'1950-01-10',M,sen,'2017-01-03','2023-01-03',MO,3.0,Republican,9520,,,,,,,'01464',45465,418,S342,Roy Blunt,Roy Blunt,N00005195,https://www.blunt.senate.gov,H6MO07128|S0MO00183,153.0,senior,,,RoyBlunt,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA,21269970,SenatorBlunt,royblunt,21185436
B001236,400040,20101.0,John Boozman,Q1344707,kg:/m/024s3v,John,Boozman,'1950-12-10',M,rep,'2001-11-29','2003-01-03',AR,,Republican,10372,3,,,,,,'01687',92069,27958,S343,John Boozman,John Boozman,N00013873,,H2AR03176|S0AR00150,159.0,,,,JohnBoozman,JohnBoozman,UC9vWHKL5OfIYh6kIV0rF2yw,5558312,BoozmanPressOffice,johnboozman,
B001236,400040,20101.0,John Boozman,Q1344707,kg:/m/024s3v,John,Boozman,'1950-12-10',M,rep,'2003-01-07','2005-01-03',AR,,Republican,10372,3,,,,,,'01687',92069,27958,S343,John Boozman,John Boozman,N00013873,http://www.house.gov/boozman,H2AR03176|S0AR00150,159.0,,,,JohnBoozman,JohnBoozman,UC9vWHKL5OfIYh6kIV0rF2yw,5558312,BoozmanPressOffice,johnboozman,
B001236,400040,20101.0,John Boozman,Q1344707,kg:/m/024s3v,John,Boozman,'1950-12-10',M,rep,'2005-01-04','2007-01-03',AR,,Republican,10372,3,,,,,,'01687',92069,27958,S343,John Boozman,John Boozman,N00013873,http://www.house.gov/boozman,H2AR03176|S0AR00150,159.0,,,,JohnBoozman,JohnBoozman,UC9vWHKL5OfIYh6kIV0rF2yw,5558312,BoozmanPressOffice,johnboozman,
B001236,400040,20101.0,John Boozman,Q1344707,kg:/m/024s3v,John,Boozman,'1950-12-10',M,rep,'2007-01-04','2009-01-03',AR,,Republican,10372,3,,,,,,'01687',92069,27958,S343,John Boozman,John Boozman,N00013873,http://www.house.gov/boozman,H2AR03176|S0AR00150,159.0,,,,JohnBoozman,JohnBoozman,UC9vWHKL5OfIYh6kIV0rF2yw,5558312,BoozmanPressOffice,johnboozman,
B001236,400040,20101.0,John Boozman,Q1344707,kg:/m/024s3v,John,Boozman,'1950-12-10',M,rep,'2009-01-06','2011-01-03',AR,,Republican,10372,3,,,,,,'01687',92069,27958,S343,John Boozman,John Boozman,N00013873,http://www.boozman.house.gov/,H2AR03176|S0AR00150,159.0,,,,JohnBoozman,JohnBoozman,UC9vWHKL5OfIYh6kIV0rF2yw,5558312,BoozmanPressOffice,johnboozman,
B001236,400040,20101.0,John Boozman,Q1344707,kg:/m/024s3v,John,Boozman,'1950-12-10',M,sen,'2011-01-05','2017-01-03',AR,3.0,Republican,10372,,,,,,,'01687',92069,27958,S343,John Boozman,John Boozman,N00013873,http://www.boozman.senate.gov,H2AR03176|S0AR00150,159.0,senior,,,JohnBoozman,JohnBoozman,UC9vWHKL5OfIYh6kIV0rF2yw,5558312,BoozmanPressOffice,johnboozman,
B001236,400040,20101.0,John Boozman,Q1344707,kg:/m/024s3v,John,Boozman,'1950-12-10',M,sen,'2017-01-03','2023-01-03',AR,3.0,Republican,10372,,,,,,,'01687',92069,27958,S343,John Boozman,John Boozman,N00013873,https://www.boozman.senate.gov/public,H2AR03176|S0AR00150,159.0,senior,,,JohnBoozman,JohnBoozman,UC9vWHKL5OfIYh6kIV0rF2yw,5558312,BoozmanPressOffice,johnboozman,
B000755,400046,29760.0,Kevin Brady,Q472241,kg:/m/03tq00,Kevin,Brady,'1955-04-11',M,rep,'1997-01-07','1999-01-03',TX,,Republican,9754,8,P.,,,,,'01468',45749,361,,,Kevin Brady,N00005883,,H6TX08100,166.0,,,,RepKevinBrady,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,19926675,KBrady8,repkevinbrady,337613850
B000755,400046,29760.0,Kevin Brady,Q472241,kg:/m/03tq00,Kevin,Brady,'1955-04-11',M,rep,'1999-01-06','2001-01-03',TX,,Republican,9754,8,P.,,,,,'01468',45749,361,,,Kevin Brady,N00005883,,H6TX08100,166.0,,,,RepKevinBrady,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,19926675,KBrady8,repkevinbrady,337613850
B000755,400046,29760.0,Kevin Brady,Q472241,kg:/m/03tq00,Kevin,Brady,'1955-04-11',M,rep,'2001-01-03','2003-01-03',TX,,Republican,9754,8,P.,,,,,'01468',45749,361,,,Kevin Brady,N00005883,,H6TX08100,166.0,,,,RepKevinBrady,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,19926675,KBrady8,repkevinbrady,337613850
B000755,400046,29760.0,Kevin Brady,Q472241,kg:/m/03tq00,Kevin,Brady,'1955-04-11',M,rep,'2003-01-07','2005-01-03',TX,,Republican,9754,8,P.,,,,,'01468',45749,361,,,Kevin Brady,N00005883,http://www.house.gov/brady,H6TX08100,166.0,,,,RepKevinBrady,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,19926675,KBrady8,repkevinbrady,337613850
B000755,400046,29760.0,Kevin Brady,Q472241,kg:/m/03tq00,Kevin,Brady,'1955-04-11',M,rep,'2005-01-04','2007-01-03',TX,,Republican,9754,8,P.,,,,,'01468',45749,361,,,Kevin Brady,N00005883,http://www.house.gov/brady,H6TX08100,166.0,,,,RepKevinBrady,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,19926675,KBrady8,repkevinbrady,337613850
B000755,400046,29760.0,Kevin Brady,Q472241,kg:/m/03tq00,Kevin,Brady,'1955-04-11',M,rep,'2007-01-04','2009-01-03',TX,,Republican,9754,8,P.,,,,,'01468',45749,361,,,Kevin Brady,N00005883,http://www.house.gov/brady,H6TX08100,166.0,,,,RepKevinBrady,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,19926675,KBrady8,repkevinbrady,337613850
B000755,400046,29760.0,Kevin Brady,Q472241,kg:/m/03tq00,Kevin,Brady,'1955-04-11',M,rep,'2009-01-06','2011-01-03',TX,,Republican,9754,8,P.,,,,,'01468',45749,361,,,Kevin Brady,N00005883,http://www.house.gov/brady,H6TX08100,166.0,,,,RepKevinBrady,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,19926675,KBrady8,repkevinbrady,337613850
B000755,400046,29760.0,Kevin Brady,Q472241,kg:/m/03tq00,Kevin,Brady,'1955-04-11',M,rep,'2011-01-05','2013-01-03',TX,,Republican,9754,8,P.,,,,,'01468',45749,361,,,Kevin Brady,N00005883,http://www.house.gov/brady,H6TX08100,166.0,,,,RepKevinBrady,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,19926675,KBrady8,repkevinbrady,337613850
B000755,400046,29760.0,Kevin Brady,Q472241,kg:/m/03tq00,Kevin,Brady,'1955-04-11',M,rep,'2013-01-03','2015-01-03',TX,,Republican,9754,8,P.,,,,,'01468',45749,361,,,Kevin Brady,N00005883,http://kevinbrady.house.gov,H6TX08100,166.0,,,,RepKevinBrady,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,19926675,KBrady8,repkevinbrady,337613850
B000755,400046,29760.0,Kevin Brady,Q472241,kg:/m/03tq00,Kevin,Brady,'1955-04-11',M,rep,'2015-01-06','2017-01-03',TX,,Republican,9754,8,P.,,,,,'01468',45749,361,,,Kevin Brady,N00005883,http://kevinbrady.house.gov,H6TX08100,166.0,,,,RepKevinBrady,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,19926675,KBrady8,repkevinbrady,337613850
B000755,400046,29760.0,Kevin Brady,Q472241,kg:/m/03tq00,Kevin,Brady,'1955-04-11',M,rep,'2017-01-03','2019-01-03',TX,,Republican,9754,8,P.,,,,,'01468',45749,361,,,Kevin Brady,N00005883,https://kevinbrady.house.gov,H6TX08100,166.0,,,,RepKevinBrady,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,19926675,KBrady8,repkevinbrady,337613850
B000755,400046,29760.0,Kevin Brady,Q472241,kg:/m/03tq00,Kevin,Brady,'1955-04-11',M,rep,'2019-01-03','2021-01-03',TX,,Republican,9754,8,P.,,,,,'01468',45749,361,,,Kevin Brady,N00005883,https://kevinbrady.house.gov,H6TX08100,166.0,,,,RepKevinBrady,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,19926675,KBrady8,repkevinbrady,337613850
B001274,412395,21193.0,Mo Brooks,Q1941306,kg:/m/0c3xdjf,Mo,Brooks,'1954-04-29',M,rep,'2011-01-05','2013-01-03',AL,,Republican,10438,5,,,,,,'01987',94888,121610,,Mo Brooks,Mo Brooks,N00030910,http://brooks.house.gov/,H0AL05163,1409.0,,,,RepMoBrooks,RepMoBrooks,UCgsPSY0MpuQJq8vEqYUSt-g,237299871,RepMoBrooks,,
B001274,412395,21193.0,Mo Brooks,Q1941306,kg:/m/0c3xdjf,Mo,Brooks,'1954-04-29',M,rep,'2013-01-03','2015-01-03',AL,,Republican,10438,5,,,,,,'01987',94888,121610,,Mo Brooks,Mo Brooks,N00030910,http://brooks.house.gov,H0AL05163,1409.0,,,,RepMoBrooks,RepMoBrooks,UCgsPSY0MpuQJq8vEqYUSt-g,237299871,RepMoBrooks,,
