bioguide,thomas,lis,govtrack,opensecrets,votesmart,fec,cspan,wikipedia,house_history,ballotpedia,maplight,icpsr,wikidata,google_entity_id,first,last,official_full,birthday,gender,type,start,end,state,district,party,url,class,state_rank,middle,nickname,suffix,caucus,end-type
E000215,'00355',,400124,N00007335,26741,H8CA12098,26130,Anna Eshoo,12867,,235,29312,Q291193,kg:/m/024t6x,Anna,Eshoo,Anna G. Eshoo,'1942-12-13',F,rep,'1999-01-06','2001-01-03',CA,14,Democrat,,,,G.,,,,
E000215,'00355',,400124,N00007335,26741,H8CA12098,26130,Anna Eshoo,12867,,235,29312,Q291193,kg:/m/024t6x,Anna,Eshoo,Anna G. Eshoo,'1942-12-13',F,rep,'2001-01-03','2003-01-03',CA,14,Democrat,,,,G.,,,,
E000215,'00355',,400124,N00007335,26741,H8CA12098,26130,Anna Eshoo,12867,,235,29312,Q291193,kg:/m/024t6x,Anna,Eshoo,Anna G. Eshoo,'1942-12-13',F,rep,'2003-01-07','2005-01-03',CA,14,Democrat,http://www-eshoo.house.gov,,,G.,,,,
E000215,'00355',,400124,N00007335,26741,H8CA12098,26130,Anna Eshoo,12867,,235,29312,Q291193,kg:/m/024t6x,Anna,Eshoo,Anna G. Eshoo,'1942-12-13',F,rep,'2005-01-04','2007-01-03',CA,14,Democrat,http://www-eshoo.house.gov,,,G.,,,,
E000215,'00355',,400124,N00007335,26741,H8CA12098,26130,Anna Eshoo,12867,,235,29312,Q291193,kg:/m/024t6x,Anna,Eshoo,Anna G. Eshoo,'1942-12-13',F,rep,'2007-01-04','2009-01-03',CA,14,Democrat,http://eshoo.house.gov,,,G.,,,,
E000215,'00355',,400124,N00007335,26741,H8CA12098,26130,Anna Eshoo,12867,,235,29312,Q291193,kg:/m/024t6x,Anna,Eshoo,Anna G. Eshoo,'1942-12-13',F,rep,'2009-01-06','2011-01-03',CA,14,Democrat,http://eshoo.house.gov,,,G.,,,,
E000215,'00355',,400124,N00007335,26741,H8CA12098,26130,Anna Eshoo,12867,,235,29312,Q291193,kg:/m/024t6x,Anna,Eshoo,Anna G. Eshoo,'1942-12-13',F,rep,'2011-01-05','2013-01-03',CA,14,Democrat,http://eshoo.house.gov,,,G.,,,,
E000215,'00355',,400124,N00007335,26741,H8CA12098,26130,Anna Eshoo,12867,,235,29312,Q291193,kg:/m/024t6x,Anna,Eshoo,Anna G. Eshoo,'1942-12-13',F,rep,'2013-01-03','2015-01-03',CA,18,Democrat,http://eshoo.house.gov,,,G.,,,,
E000215,'00355',,400124,N00007335,26741,H8CA12098,26130,Anna Eshoo,12867,,235,29312,Q291193,kg:/m/024t6x,Anna,Eshoo,Anna G. Eshoo,'1942-12-13',F,rep,'2015-01-06','2017-01-03',CA,18,Democrat,http://eshoo.house.gov,,,G.,,,,
E000215,'00355',,400124,N00007335,26741,H8CA12098,26130,Anna Eshoo,12867,,235,29312,Q291193,kg:/m/024t6x,Anna,Eshoo,Anna G. Eshoo,'1942-12-13',F,rep,'2017-01-03','2019-01-03',CA,18,Democrat,http://eshoo.house.gov,,,G.,,,,
E000215,'00355',,400124,N00007335,26741,H8CA12098,26130,Anna Eshoo,12867,,235,29312,Q291193,kg:/m/024t6x,Anna,Eshoo,Anna G. Eshoo,'1942-12-13',F,rep,'2019-01-03','2021-01-03',CA,18,Democrat,https://eshoo.house.gov,,,G.,,,,
F000459,'02061',,412476,N00030815,123456,H0TN03254,95146,Chuck Fleischmann,13563,,1481,21178,Q521959,kg:/m/0ddd54f,Charles,Fleischmann,"Charles J. ""Chuck"" Fleischmann",'1962-10-11',M,rep,'2011-01-05','2013-01-03',TN,3,Republican,http://fleischmann.house.gov/,,,J.,Chuck,,,
F000459,'02061',,412476,N00030815,123456,H0TN03254,95146,Chuck Fleischmann,13563,,1481,21178,Q521959,kg:/m/0ddd54f,Charles,Fleischmann,"Charles J. ""Chuck"" Fleischmann",'1962-10-11',M,rep,'2013-01-03','2015-01-03',TN,3,Republican,http://fleischmann.house.gov,,,J.,Chuck,,,
F000459,'02061',,412476,N00030815,123456,H0TN03254,95146,Chuck Fleischmann,13563,,1481,21178,Q521959,kg:/m/0ddd54f,Charles,Fleischmann,"Charles J. ""Chuck"" Fleischmann",'1962-10-11',M,rep,'2015-01-06','2017-01-03',TN,3,Republican,http://fleischmann.house.gov,,,J.,Chuck,,,
F000459,'02061',,412476,N00030815,123456,H0TN03254,95146,Chuck Fleischmann,13563,,1481,21178,Q521959,kg:/m/0ddd54f,Charles,Fleischmann,"Charles J. ""Chuck"" Fleischmann",'1962-10-11',M,rep,'2017-01-03','2019-01-03',TN,3,Republican,https://fleischmann.house.gov,,,J.,Chuck,,,
F000459,'02061',,412476,N00030815,123456,H0TN03254,95146,Chuck Fleischmann,13563,,1481,21178,Q521959,kg:/m/0ddd54f,Charles,Fleischmann,"Charles J. ""Chuck"" Fleischmann",'1962-10-11',M,rep,'2019-01-03','2021-01-03',TN,3,Republican,https://fleischmann.house.gov,,,J.,Chuck,,,
F000461,'02065',,412480,N00031545,116906,H0TX17104,623540,Bill Flores,13566,,1485,21182,Q862103,kg:/m/0bs1ntq,Bill,Flores,Bill Flores,'1954-02-25',M,rep,'2011-01-05','2013-01-03',TX,17,Republican,http://flores.house.gov/,,,,,,,
F000461,'02065',,412480,N00031545,116906,H0TX17104,623540,Bill Flores,13566,,1485,21182,Q862103,kg:/m/0bs1ntq,Bill,Flores,Bill Flores,'1954-02-25',M,rep,'2013-01-03','2015-01-03',TX,17,Republican,http://flores.house.gov,,,,,,,
F000461,'02065',,412480,N00031545,116906,H0TX17104,623540,Bill Flores,13566,,1485,21182,Q862103,kg:/m/0bs1ntq,Bill,Flores,Bill Flores,'1954-02-25',M,rep,'2015-01-06','2017-01-03',TX,17,Republican,http://flores.house.gov,,,,,,,
F000461,'02065',,412480,N00031545,116906,H0TX17104,623540,Bill Flores,13566,,1485,21182,Q862103,kg:/m/0bs1ntq,Bill,Flores,Bill Flores,'1954-02-25',M,rep,'2017-01-03','2019-01-03',TX,17,Republican,https://flores.house.gov,,,,,,,
F000461,'02065',,412480,N00031545,116906,H0TX17104,623540,Bill Flores,13566,,1485,21182,Q862103,kg:/m/0bs1ntq,Bill,Flores,Bill Flores,'1954-02-25',M,rep,'2019-01-03','2021-01-03',TX,17,Republican,https://flores.house.gov,,,,,,,
F000449,'01793',,400640,N00026631,41929,H4NE01064,1013049,Jeff Fortenberry,13545,Jeff Fortenberry,646,20518,Q1397331,kg:/m/04fcch,Jeff,Fortenberry,Jeff Fortenberry,'1960-12-27',M,rep,'2005-01-04','2007-01-03',NE,1,Republican,,,,Lane,,,,
F000449,'01793',,400640,N00026631,41929,H4NE01064,1013049,Jeff Fortenberry,13545,Jeff Fortenberry,646,20518,Q1397331,kg:/m/04fcch,Jeff,Fortenberry,Jeff Fortenberry,'1960-12-27',M,rep,'2007-01-04','2009-01-03',NE,1,Republican,http://fortenberry.house.gov,,,Lane,,,,
F000449,'01793',,400640,N00026631,41929,H4NE01064,1013049,Jeff Fortenberry,13545,Jeff Fortenberry,646,20518,Q1397331,kg:/m/04fcch,Jeff,Fortenberry,Jeff Fortenberry,'1960-12-27',M,rep,'2009-01-06','2011-01-03',NE,1,Republican,http://fortenberry.house.gov,,,Lane,,,,
F000449,'01793',,400640,N00026631,41929,H4NE01064,1013049,Jeff Fortenberry,13545,Jeff Fortenberry,646,20518,Q1397331,kg:/m/04fcch,Jeff,Fortenberry,Jeff Fortenberry,'1960-12-27',M,rep,'2011-01-05','2013-01-03',NE,1,Republican,http://fortenberry.house.gov,,,Lane,,,,
F000449,'01793',,400640,N00026631,41929,H4NE01064,1013049,Jeff Fortenberry,13545,Jeff Fortenberry,646,20518,Q1397331,kg:/m/04fcch,Jeff,Fortenberry,Jeff Fortenberry,'1960-12-27',M,rep,'2013-01-03','2015-01-03',NE,1,Republican,http://fortenberry.house.gov,,,Lane,,,,
F000449,'01793',,400640,N00026631,41929,H4NE01064,1013049,Jeff Fortenberry,13545,Jeff Fortenberry,646,20518,Q1397331,kg:/m/04fcch,Jeff,Fortenberry,Jeff Fortenberry,'1960-12-27',M,rep,'2015-01-06','2017-01-03',NE,1,Republican,https://fortenberry.house.gov,,,Lane,,,,
F000449,'01793',,400640,N00026631,41929,H4NE01064,1013049,Jeff Fortenberry,13545,Jeff Fortenberry,646,20518,Q1397331,kg:/m/04fcch,Jeff,Fortenberry,Jeff Fortenberry,'1960-12-27',M,rep,'2017-01-03','2019-01-03',NE,1,Republican,https://fortenberry.house.gov,,,Lane,,,,
F000449,'01793',,400640,N00026631,41929,H4NE01064,1013049,Jeff Fortenberry,13545,Jeff Fortenberry,646,20518,Q1397331,kg:/m/04fcch,Jeff,Fortenberry,Jeff Fortenberry,'1960-12-27',M,rep,'2019-01-03','2021-01-03',NE,1,Republican,https://fortenberry.house.gov,,,Lane,,,,
F000450,'01791',,400643,N00026166,6051,H4NC05146,1013052,Virginia Foxx,13547,Virginia Foxx,649,20521,Q458453,kg:/m/02b5dz,Virginia,Foxx,Virginia Foxx,'1943-06-29',F,rep,'2005-01-04','2007-01-03',NC,5,Republican,,,,,,,,
F000450,'01791',,400643,N00026166,6051,H4NC05146,1013052,Virginia Foxx,13547,Virginia Foxx,649,20521,Q458453,kg:/m/02b5dz,Virginia,Foxx,Virginia Foxx,'1943-06-29',F,rep,'2007-01-04','2009-01-03',NC,5,Republican,http://foxx.house.gov,,,,,,,
F000450,'01791',,400643,N00026166,6051,H4NC05146,1013052,Virginia Foxx,13547,Virginia Foxx,649,20521,Q458453,kg:/m/02b5dz,Virginia,Foxx,Virginia Foxx,'1943-06-29',F,rep,'2009-01-06','2011-01-03',NC,5,Republican,http://foxx.house.gov,,,,,,,
F000450,'01791',,400643,N00026166,6051,H4NC05146,1013052,Virginia Foxx,13547,Virginia Foxx,649,20521,Q458453,kg:/m/02b5dz,Virginia,Foxx,Virginia Foxx,'1943-06-29',F,rep,'2011-01-05','2013-01-03',NC,5,Republican,http://foxx.house.gov,,,,,,,
F000450,'01791',,400643,N00026166,6051,H4NC05146,1013052,Virginia Foxx,13547,Virginia Foxx,649,20521,Q458453,kg:/m/02b5dz,Virginia,Foxx,Virginia Foxx,'1943-06-29',F,rep,'2013-01-03','2015-01-03',NC,5,Republican,http://foxx.house.gov,,,,,,,
F000450,'01791',,400643,N00026166,6051,H4NC05146,1013052,Virginia Foxx,13547,Virginia Foxx,649,20521,Q458453,kg:/m/02b5dz,Virginia,Foxx,Virginia Foxx,'1943-06-29',F,rep,'2015-01-06','2017-01-03',NC,5,Republican,http://foxx.house.gov,,,,,,,
F000450,'01791',,400643,N00026166,6051,H4NC05146,1013052,Virginia Foxx,13547,Virginia Foxx,649,20521,Q458453,kg:/m/02b5dz,Virginia,Foxx,Virginia Foxx,'1943-06-29',F,rep,'2017-01-03','2019-01-03',NC,5,Republican,https://foxx.house.gov,,,,,,,
F000450,'01791',,400643,N00026166,6051,H4NC05146,1013052,Virginia Foxx,13547,Virginia Foxx,649,20521,Q458453,kg:/m/02b5dz,Virginia,Foxx,Virginia Foxx,'1943-06-29',F,rep,'2019-01-03','2021-01-03',NC,5,Republican,https://foxx.house.gov,,,,,,,
F000455,'01895',,412327,N00030490,110640,H8OH11141,1030928,Marcia Fudge,13557,Marcia L. Fudge,809,20941,Q461746,kg:/m/04n11v9,Marcia,Fudge,Marcia L. Fudge,'1952-10-29',F,rep,'2008-11-19','2009-01-03',OH,11,Democrat,http://fudge.house.gov/,,,L.,,,,
F000455,'01895',,412327,N00030490,110640,H8OH11141,1030928,Marcia Fudge,13557,Marcia L. Fudge,809,20941,Q461746,kg:/m/04n11v9,Marcia,Fudge,Marcia L. Fudge,'1952-10-29',F,rep,'2009-01-06','2011-01-03',OH,11,Democrat,http://fudge.house.gov/,,,L.,,,,
F000455,'01895',,412327,N00030490,110640,H8OH11141,1030928,Marcia Fudge,13557,Marcia L. Fudge,809,20941,Q461746,kg:/m/04n11v9,Marcia,Fudge,Marcia L. Fudge,'1952-10-29',F,rep,'2011-01-05','2013-01-03',OH,11,Democrat,http://fudge.house.gov/,,,L.,,,,
F000455,'01895',,412327,N00030490,110640,H8OH11141,1030928,Marcia Fudge,13557,Marcia L. Fudge,809,20941,Q461746,kg:/m/04n11v9,Marcia,Fudge,Marcia L. Fudge,'1952-10-29',F,rep,'2013-01-03','2015-01-03',OH,11,Democrat,http://fudge.house.gov,,,L.,,,,
F000455,'01895',,412327,N00030490,110640,H8OH11141,1030928,Marcia Fudge,13557,Marcia L. Fudge,809,20941,Q461746,kg:/m/04n11v9,Marcia,Fudge,Marcia L. Fudge,'1952-10-29',F,rep,'2015-01-06','2017-01-03',OH,11,Democrat,http://fudge.house.gov,,,L.,,,,
F000455,'01895',,412327,N00030490,110640,H8OH11141,1030928,Marcia Fudge,13557,Marcia L. Fudge,809,20941,Q461746,kg:/m/04n11v9,Marcia,Fudge,Marcia L. Fudge,'1952-10-29',F,rep,'2017-01-03','2019-01-03',OH,11,Democrat,https://fudge.house.gov,,,L.,,,,
F000455,'01895',,412327,N00030490,110640,H8OH11141,1030928,Marcia Fudge,13557,Marcia L. Fudge,809,20941,Q461746,kg:/m/04n11v9,Marcia,Fudge,Marcia L. Fudge,'1952-10-29',F,rep,'2019-01-03','2021-01-03',OH,11,Democrat,https://fudge.house.gov,,,L.,,,,
G000559,'01973',,412382,N00030856,29664,H0CA10149,18413,John Garamendi,14276,,1209,20958,Q1340268,kg:/m/05fvls,John,Garamendi,John Garamendi,'1945-01-24',M,rep,'2009-11-03','2011-01-03',CA,10,Democrat,http://garamendi.house.gov/,,,,,,,
G000559,'01973',,412382,N00030856,29664,H0CA10149,18413,John Garamendi,14276,,1209,20958,Q1340268,kg:/m/05fvls,John,Garamendi,John Garamendi,'1945-01-24',M,rep,'2011-01-05','2013-01-03',CA,10,Democrat,http://garamendi.house.gov/,,,,,,,
G000559,'01973',,412382,N00030856,29664,H0CA10149,18413,John Garamendi,14276,,1209,20958,Q1340268,kg:/m/05fvls,John,Garamendi,John Garamendi,'1945-01-24',M,rep,'2013-01-03','2015-01-03',CA,3,Democrat,http://garamendi.house.gov,,,,,,,
G000559,'01973',,412382,N00030856,29664,H0CA10149,18413,John Garamendi,14276,,1209,20958,Q1340268,kg:/m/05fvls,John,Garamendi,John Garamendi,'1945-01-24',M,rep,'2015-01-06','2017-01-03',CA,3,Democrat,http://garamendi.house.gov,,,,,,,
G000559,'01973',,412382,N00030856,29664,H0CA10149,18413,John Garamendi,14276,,1209,20958,Q1340268,kg:/m/05fvls,John,Garamendi,John Garamendi,'1945-01-24',M,rep,'2017-01-03','2019-01-03',CA,3,Democrat,https://garamendi.house.gov,,,,,,,
G000559,'01973',,412382,N00030856,29664,H0CA10149,18413,John Garamendi,14276,,1209,20958,Q1340268,kg:/m/05fvls,John,Garamendi,John Garamendi,'1945-01-24',M,rep,'2019-01-03','2021-01-03',CA,3,Democrat,https://garamendi.house.gov,,,,,,,
G000562,'01998',S377,412406,N00030780,30004,H0CO04122|S4CO00395,623308,Cory Gardner,14279,Cory Gardner,1418,21112,Q1135774,kg:/m/0czd33q,Cory,Gardner,Cory Gardner,'1974-08-22',M,rep,'2011-01-05','2013-01-03',CO,4,Republican,http://gardner.house.gov/,,,,,,,
G000562,'01998',S377,412406,N00030780,30004,H0CO04122|S4CO00395,623308,Cory Gardner,14279,Cory Gardner,1418,21112,Q1135774,kg:/m/0czd33q,Cory,Gardner,Cory Gardner,'1974-08-22',M,rep,'2013-01-03','2015-01-03',CO,4,Republican,http://gardner.house.gov,,,,,,,
G000562,'01998',S377,412406,N00030780,30004,H0CO04122|S4CO00395,623308,Cory Gardner,14279,Cory Gardner,1418,21112,Q1135774,kg:/m/0czd33q,Cory,Gardner,Cory Gardner,'1974-08-22',M,sen,'2015-01-06','2021-01-03',CO,,Republican,https://www.gardner.senate.gov,2,junior,,,,,
G000563,'02049',,412463,N00031128,45466,H0OH18077,1033844,Bob Gibbs,14280,Bob Gibbs,1469,21165,Q887945,kg:/m/07qwv4,Bob,Gibbs,Bob Gibbs,'1954-06-14',M,rep,'2011-01-05','2013-01-03',OH,18,Republican,http://gibbs.house.gov/,,,,,,,
G000563,'02049',,412463,N00031128,45466,H0OH18077,1033844,Bob Gibbs,14280,Bob Gibbs,1469,21165,Q887945,kg:/m/07qwv4,Bob,Gibbs,Bob Gibbs,'1954-06-14',M,rep,'2013-01-03','2015-01-03',OH,7,Republican,http://gibbs.house.gov,,,,,,,
G000563,'02049',,412463,N00031128,45466,H0OH18077,1033844,Bob Gibbs,14280,Bob Gibbs,1469,21165,Q887945,kg:/m/07qwv4,Bob,Gibbs,Bob Gibbs,'1954-06-14',M,rep,'2015-01-06','2017-01-03',OH,7,Republican,http://gibbs.house.gov,,,,,,,
G000563,'02049',,412463,N00031128,45466,H0OH18077,1033844,Bob Gibbs,14280,Bob Gibbs,1469,21165,Q887945,kg:/m/07qwv4,Bob,Gibbs,Bob Gibbs,'1954-06-14',M,rep,'2017-01-03','2019-01-03',OH,7,Republican,https://gibbs.house.gov,,,,,,,
G000563,'02049',,412463,N00031128,45466,H0OH18077,1033844,Bob Gibbs,14280,Bob Gibbs,1469,21165,Q887945,kg:/m/07qwv4,Bob,Gibbs,Bob Gibbs,'1954-06-14',M,rep,'2019-01-03','2021-01-03',OH,7,Republican,https://gibbs.house.gov,,,,,,,
G000552,'01801',,400651,N00026148,50029,H4TX04039,1011394,Louie Gohmert,14263,Louie Gohmert,656,20527,Q532647,kg:/m/0490h9,Louie,Gohmert,Louie Gohmert,'1953-08-18',M,rep,'2005-01-04','2007-01-03',TX,1,Republican,,,,B.,,Jr.,,
G000552,'01801',,400651,N00026148,50029,H4TX04039,1011394,Louie Gohmert,14263,Louie Gohmert,656,20527,Q532647,kg:/m/0490h9,Louie,Gohmert,Louie Gohmert,'1953-08-18',M,rep,'2007-01-04','2009-01-03',TX,1,Republican,http://gohmert.house.gov,,,B.,,Jr.,,
G000552,'01801',,400651,N00026148,50029,H4TX04039,1011394,Louie Gohmert,14263,Louie Gohmert,656,20527,Q532647,kg:/m/0490h9,Louie,Gohmert,Louie Gohmert,'1953-08-18',M,rep,'2009-01-06','2011-01-03',TX,1,Republican,http://gohmert.house.gov,,,B.,,Jr.,,
G000552,'01801',,400651,N00026148,50029,H4TX04039,1011394,Louie Gohmert,14263,Louie Gohmert,656,20527,Q532647,kg:/m/0490h9,Louie,Gohmert,Louie Gohmert,'1953-08-18',M,rep,'2011-01-05','2013-01-03',TX,1,Republican,http://gohmert.house.gov,,,B.,,Jr.,,
G000552,'01801',,400651,N00026148,50029,H4TX04039,1011394,Louie Gohmert,14263,Louie Gohmert,656,20527,Q532647,kg:/m/0490h9,Louie,Gohmert,Louie Gohmert,'1953-08-18',M,rep,'2013-01-03','2015-01-03',TX,1,Republican,http://gohmert.house.gov,,,B.,,Jr.,,
G000552,'01801',,400651,N00026148,50029,H4TX04039,1011394,Louie Gohmert,14263,Louie Gohmert,656,20527,Q532647,kg:/m/0490h9,Louie,Gohmert,Louie Gohmert,'1953-08-18',M,rep,'2015-01-06','2017-01-03',TX,1,Republican,http://gohmert.house.gov,,,B.,,Jr.,,
G000552,'01801',,400651,N00026148,50029,H4TX04039,1011394,Louie Gohmert,14263,Louie Gohmert,656,20527,Q532647,kg:/m/0490h9,Louie,Gohmert,Louie Gohmert,'1953-08-18',M,rep,'2017-01-03','2019-01-03',TX,1,Republican,https://gohmert.house.gov,,,B.,,Jr.,,
G000552,'01801',,400651,N00026148,50029,H4TX04039,1011394,Louie Gohmert,14263,Louie Gohmert,656,20527,Q532647,kg:/m/0490h9,Louie,Gohmert,Louie Gohmert,'1953-08-18',M,rep,'2019-01-03','2021-01-03',TX,1,Republican,https://gohmert.house.gov,,,B.,,Jr.,,
G000565,'01992',,412397,N00030771,123491,H0AZ01259,62470,Paul Gosar,14283,Paul Gosar,1411,21103,Q2059832,kg:/m/0czdqz0,Paul,Gosar,Paul A. Gosar,'1958-11-22',M,rep,'2011-01-05','2013-01-03',AZ,1,Republican,http://gosar.house.gov/,,,A.,,,,
G000565,'01992',,412397,N00030771,123491,H0AZ01259,62470,Paul Gosar,14283,Paul Gosar,1411,21103,Q2059832,kg:/m/0czdqz0,Paul,Gosar,Paul A. Gosar,'1958-11-22',M,rep,'2013-01-03','2015-01-03',AZ,4,Republican,http://gosar.house.gov,,,A.,,,,
G000565,'01992',,412397,N00030771,123491,H0AZ01259,62470,Paul Gosar,14283,Paul Gosar,1411,21103,Q2059832,kg:/m/0czdqz0,Paul,Gosar,Paul A. Gosar,'1958-11-22',M,rep,'2015-01-06','2017-01-03',AZ,4,Republican,http://gosar.house.gov,,,A.,,,,
G000565,'01992',,412397,N00030771,123491,H0AZ01259,62470,Paul Gosar,14283,Paul Gosar,1411,21103,Q2059832,kg:/m/0czdqz0,Paul,Gosar,Paul A. Gosar,'1958-11-22',M,rep,'2017-01-03','2019-01-03',AZ,4,Republican,https://gosar.house.gov,,,A.,,,,
G000565,'01992',,412397,N00030771,123491,H0AZ01259,62470,Paul Gosar,14283,Paul Gosar,1411,21103,Q2059832,kg:/m/0czdqz0,Paul,Gosar,Paul A. Gosar,'1958-11-22',M,rep,'2019-01-03','2021-01-03',AZ,4,Republican,https://gosar.house.gov,,,A.,,,,
G000377,'01487',,400157,N00008799,334,H6TX12060,45709,Kay Granger,14039,,264,29762,Q468807,kg:/m/03tndx,Kay,Granger,Kay Granger,'1943-01-18',F,rep,'1997-01-07','1999-01-03',TX,12,Republican,,,,,,,,
G000377,'01487',,400157,N00008799,334,H6TX12060,45709,Kay Granger,14039,,264,29762,Q468807,kg:/m/03tndx,Kay,Granger,Kay Granger,'1943-01-18',F,rep,'1999-01-06','2001-01-03',TX,12,Republican,,,,,,,,
G000377,'01487',,400157,N00008799,334,H6TX12060,45709,Kay Granger,14039,,264,29762,Q468807,kg:/m/03tndx,Kay,Granger,Kay Granger,'1943-01-18',F,rep,'2001-01-03','2003-01-03',TX,12,Republican,,,,,,,,
G000377,'01487',,400157,N00008799,334,H6TX12060,45709,Kay Granger,14039,,264,29762,Q468807,kg:/m/03tndx,Kay,Granger,Kay Granger,'1943-01-18',F,rep,'2003-01-07','2005-01-03',TX,12,Republican,http://kaygranger.house.gov,,,,,,,
G000377,'01487',,400157,N00008799,334,H6TX12060,45709,Kay Granger,14039,,264,29762,Q468807,kg:/m/03tndx,Kay,Granger,Kay Granger,'1943-01-18',F,rep,'2005-01-04','2007-01-03',TX,12,Republican,http://kaygranger.house.gov,,,,,,,
G000377,'01487',,400157,N00008799,334,H6TX12060,45709,Kay Granger,14039,,264,29762,Q468807,kg:/m/03tndx,Kay,Granger,Kay Granger,'1943-01-18',F,rep,'2007-01-04','2009-01-03',TX,12,Republican,http://kaygranger.house.gov,,,,,,,
G000377,'01487',,400157,N00008799,334,H6TX12060,45709,Kay Granger,14039,,264,29762,Q468807,kg:/m/03tndx,Kay,Granger,Kay Granger,'1943-01-18',F,rep,'2009-01-06','2011-01-03',TX,12,Republican,http://kaygranger.house.gov,,,,,,,
G000377,'01487',,400157,N00008799,334,H6TX12060,45709,Kay Granger,14039,,264,29762,Q468807,kg:/m/03tndx,Kay,Granger,Kay Granger,'1943-01-18',F,rep,'2011-01-05','2013-01-03',TX,12,Republican,http://kaygranger.house.gov,,,,,,,
G000377,'01487',,400157,N00008799,334,H6TX12060,45709,Kay Granger,14039,,264,29762,Q468807,kg:/m/03tndx,Kay,Granger,Kay Granger,'1943-01-18',F,rep,'2013-01-03','2015-01-03',TX,12,Republican,http://kaygranger.house.gov,,,,,,,
G000377,'01487',,400157,N00008799,334,H6TX12060,45709,Kay Granger,14039,,264,29762,Q468807,kg:/m/03tndx,Kay,Granger,Kay Granger,'1943-01-18',F,rep,'2015-01-06','2017-01-03',TX,12,Republican,http://kaygranger.house.gov,,,,,,,
G000377,'01487',,400157,N00008799,334,H6TX12060,45709,Kay Granger,14039,,264,29762,Q468807,kg:/m/03tndx,Kay,Granger,Kay Granger,'1943-01-18',F,rep,'2017-01-03','2019-01-03',TX,12,Republican,https://kaygranger.house.gov,,,,,,,
G000377,'01487',,400157,N00008799,334,H6TX12060,45709,Kay Granger,14039,,264,29762,Q468807,kg:/m/03tndx,Kay,Granger,Kay Granger,'1943-01-18',F,rep,'2019-01-03','2021-01-03',TX,12,Republican,https://kaygranger.house.gov,,,,,,,
G000386,'00457',S153,300048,N00001758,53293,S0IA00028,1167,Chuck Grassley,14050,Chuck Grassley,570,14226,Q529294,kg:/m/020ymy,Charles,Grassley,Chuck Grassley,'1933-09-17',M,rep,'1975-01-14','1977-01-03',IA,3,Republican,,,,E.,Chuck,,,
G000386,'00457',S153,300048,N00001758,53293,S0IA00028,1167,Chuck Grassley,14050,Chuck Grassley,570,14226,Q529294,kg:/m/020ymy,Charles,Grassley,Chuck Grassley,'1933-09-17',M,rep,'1977-01-04','1979-01-03',IA,3,Republican,,,,E.,Chuck,,,
G000386,'00457',S153,300048,N00001758,53293,S0IA00028,1167,Chuck Grassley,14050,Chuck Grassley,570,14226,Q529294,kg:/m/020ymy,Charles,Grassley,Chuck Grassley,'1933-09-17',M,rep,'1979-01-15','1981-01-03',IA,3,Republican,,,,E.,Chuck,,,
G000386,'00457',S153,300048,N00001758,53293,S0IA00028,1167,Chuck Grassley,14050,Chuck Grassley,570,14226,Q529294,kg:/m/020ymy,Charles,Grassley,Chuck Grassley,'1933-09-17',M,sen,'1981-01-05','1987-01-03',IA,,Republican,,3,,E.,Chuck,,,
G000386,'00457',S153,300048,N00001758,53293,S0IA00028,1167,Chuck Grassley,14050,Chuck Grassley,570,14226,Q529294,kg:/m/020ymy,Charles,Grassley,Chuck Grassley,'1933-09-17',M,sen,'1987-01-06','1993-01-03',IA,,Republican,,3,,E.,Chuck,,,
G000386,'00457',S153,300048,N00001758,53293,S0IA00028,1167,Chuck Grassley,14050,Chuck Grassley,570,14226,Q529294,kg:/m/020ymy,Charles,Grassley,Chuck Grassley,'1933-09-17',M,sen,'1993-01-05','1999-01-03',IA,,Republican,,3,,E.,Chuck,,,
G000386,'00457',S153,300048,N00001758,53293,S0IA00028,1167,Chuck Grassley,14050,Chuck Grassley,570,14226,Q529294,kg:/m/020ymy,Charles,Grassley,Chuck Grassley,'1933-09-17',M,sen,'1999-01-06','2005-01-03',IA,,Republican,http://grassley.senate.gov/,3,,E.,Chuck,,,
G000386,'00457',S153,300048,N00001758,53293,S0IA00028,1167,Chuck Grassley,14050,Chuck Grassley,570,14226,Q529294,kg:/m/020ymy,Charles,Grassley,Chuck Grassley,'1933-09-17',M,sen,'2005-01-04','2011-01-03',IA,,Republican,http://grassley.senate.gov,3,,E.,Chuck,,,
G000386,'00457',S153,300048,N00001758,53293,S0IA00028,1167,Chuck Grassley,14050,Chuck Grassley,570,14226,Q529294,kg:/m/020ymy,Charles,Grassley,Chuck Grassley,'1933-09-17',M,sen,'2011-01-05','2017-01-03',IA,,Republican,http://www.grassley.senate.gov,3,senior,E.,Chuck,,,
G000386,'00457',S153,300048,N00001758,53293,S0IA00028,1167,Chuck Grassley,14050,Chuck Grassley,570,14226,Q529294,kg:/m/020ymy,Charles,Grassley,Chuck Grassley,'1933-09-17',M,sen,'2017-01-03','2023-01-03',IA,,Republican,https://www.grassley.senate.gov,3,senior,E.,Chuck,,,
G000546,'01656',,400158,N00013323,9425,H0MO06073,89873,Sam Graves,14251,,265,20124,Q465638,kg:/m/03tnfy,Sam,Graves,Sam Graves,'1963-11-07',M,rep,'2001-01-03','2003-01-03',MO,6,Republican,,,,B.,,,,
